crop_type	state	city	season	month	year	Modal_price
Groundnut	Punjab	Amritsar	Kharif	7	2024	165.04
Groundnut	Punjab	Amritsar	Kharif	8	2024	154.95
Groundnut	Punjab	Amritsar	Kharif	9	2024	252.38
Groundnut	Punjab	Amritsar	Kharif	10	2024	169.16
Groundnut	Punjab	Amritsar	Kharif	11	2024	229.86
Groundnut	Punjab	Amritsar	Kharif	12	2024	42.13
Groundnut	Punjab	Amritsar	Rabi	1	2023	80.31
Groundnut	Punjab	Amritsar	Rabi	2	2023	69.75
Groundnut	Punjab	Amritsar	Rabi	3	2023	151.7
Groundnut	Punjab	Amritsar	Rabi	4	2023	112.44
Groundnut	Punjab	Amritsar	Rabi	5	2023	145.05
Groundnut	Punjab	Amritsar	Rabi	6	2023	169.17
Groundnut	Punjab	Amritsar	Rabi	7	2023	183.77
Groundnut	Punjab	Amritsar	Rabi	8	2023	120.45
Groundnut	Punjab	Amritsar	Rabi	9	2023	43.23
Groundnut	Punjab	Amritsar	Rabi	10	2023	4.39
Groundnut	Punjab	Amritsar	Rabi	11	2023	196.36
Groundnut	Punjab	Amritsar	Rabi	12	2023	152.5
Groundnut	Punjab	Amritsar	Rabi	1	2024	185.66
Groundnut	Punjab	Amritsar	Rabi	2	2024	91.65
Groundnut	Punjab	Amritsar	Rabi	3	2024	78.26
Groundnut	Punjab	Amritsar	Rabi	4	2024	288.1
Groundnut	Punjab	Amritsar	Rabi	5	2024	1.77
Groundnut	Punjab	Amritsar	Rabi	6	2024	74.94
Groundnut	Punjab	Amritsar	Rabi	7	2024	3.19
Groundnut	Punjab	Amritsar	Rabi	8	2024	168.76
Groundnut	Punjab	Amritsar	Rabi	9	2024	98.69
Groundnut	Punjab	Amritsar	Rabi	10	2024	33.99
Groundnut	Punjab	Amritsar	Rabi	11	2024	254.23
Groundnut	Punjab	Amritsar	Rabi	12	2024	279.41
Groundnut	Punjab	Amritsar	Zaid	1	2023	140.64
Groundnut	Punjab	Amritsar	Zaid	2	2023	98.56
Groundnut	Punjab	Amritsar	Zaid	3	2023	191.61
Groundnut	Punjab	Amritsar	Zaid	4	2023	64.84
Groundnut	Punjab	Amritsar	Zaid	5	2023	70.64
Groundnut	Punjab	Amritsar	Zaid	6	2023	10.25
Groundnut	Punjab	Amritsar	Zaid	7	2023	83.9
Groundnut	Punjab	Amritsar	Zaid	8	2023	50.5
Groundnut	Punjab	Amritsar	Zaid	9	2023	141.95
Groundnut	Punjab	Amritsar	Zaid	10	2023	43.79
Groundnut	Punjab	Amritsar	Zaid	11	2023	19.98
Groundnut	Punjab	Amritsar	Zaid	12	2023	128.88
Groundnut	Punjab	Amritsar	Zaid	1	2024	1.06
Groundnut	Punjab	Amritsar	Zaid	2	2024	163.91
Groundnut	Punjab	Amritsar	Zaid	3	2024	146.86
Groundnut	Punjab	Amritsar	Zaid	4	2024	215.87
Groundnut	Punjab	Amritsar	Zaid	5	2024	228.69
Groundnut	Punjab	Amritsar	Zaid	6	2024	100.57
Groundnut	Punjab	Amritsar	Zaid	7	2024	315.85
Groundnut	Punjab	Amritsar	Zaid	8	2024	25.63
Groundnut	Punjab	Amritsar	Zaid	9	2024	47.13
Groundnut	Punjab	Amritsar	Zaid	10	2024	116.42
Groundnut	Punjab	Amritsar	Zaid	11	2024	63.22
Groundnut	Punjab	Amritsar	Zaid	12	2024	101.93
Groundnut	Punjab	Amritsar	Post-Monsoon	1	2023	45.58
Groundnut	Punjab	Amritsar	Post-Monsoon	2	2023	187.24
Groundnut	Punjab	Amritsar	Post-Monsoon	3	2023	154.2
Groundnut	Punjab	Amritsar	Post-Monsoon	4	2023	90.22
Groundnut	Punjab	Amritsar	Post-Monsoon	5	2023	51.53
Groundnut	Punjab	Amritsar	Post-Monsoon	6	2023	23.9
Groundnut	Punjab	Amritsar	Post-Monsoon	7	2023	23.07
Groundnut	Punjab	Amritsar	Post-Monsoon	8	2023	214.16
Groundnut	Punjab	Amritsar	Post-Monsoon	9	2023	71.47
Groundnut	Punjab	Amritsar	Post-Monsoon	10	2023	213.2
Groundnut	Punjab	Amritsar	Post-Monsoon	11	2023	107.56
Groundnut	Punjab	Amritsar	Post-Monsoon	12	2023	35.46
Groundnut	Punjab	Amritsar	Post-Monsoon	1	2024	4.54
Groundnut	Punjab	Amritsar	Post-Monsoon	2	2024	171.94
Groundnut	Punjab	Amritsar	Post-Monsoon	3	2024	65.49
Groundnut	Punjab	Amritsar	Post-Monsoon	4	2024	215.26
Groundnut	Punjab	Amritsar	Post-Monsoon	5	2024	70.78
Groundnut	Punjab	Amritsar	Post-Monsoon	6	2024	54.04
Groundnut	Punjab	Amritsar	Post-Monsoon	7	2024	204.02
Groundnut	Punjab	Amritsar	Post-Monsoon	8	2024	3.9
Groundnut	Punjab	Amritsar	Post-Monsoon	9	2024	240.91
Groundnut	Punjab	Amritsar	Post-Monsoon	10	2024	69.69
Groundnut	Punjab	Amritsar	Post-Monsoon	11	2024	32.62
Groundnut	Punjab	Amritsar	Post-Monsoon	12	2024	32.27
Soybean	Punjab	Amritsar	Kharif	1	2023	107.07
Soybean	Punjab	Amritsar	Kharif	2	2023	59.72
Soybean	Punjab	Amritsar	Kharif	3	2023	244.72
Soybean	Punjab	Amritsar	Kharif	4	2023	160.11
Soybean	Punjab	Amritsar	Kharif	5	2023	142.31
Soybean	Punjab	Amritsar	Kharif	6	2023	74.42
Soybean	Punjab	Amritsar	Kharif	7	2023	39.11
Soybean	Punjab	Amritsar	Kharif	8	2023	125.4
Soybean	Punjab	Amritsar	Kharif	9	2023	19.4
Soybean	Punjab	Amritsar	Kharif	10	2023	96.43
Soybean	Punjab	Amritsar	Kharif	11	2023	116.2
Soybean	Punjab	Amritsar	Kharif	12	2023	159.14
Soybean	Punjab	Amritsar	Kharif	1	2024	35.29
Soybean	Punjab	Amritsar	Kharif	2	2024	91.94
Soybean	Punjab	Amritsar	Kharif	3	2024	241.04
Soybean	Punjab	Amritsar	Kharif	4	2024	159.72
Soybean	Punjab	Amritsar	Kharif	5	2024	61.65
Soybean	Punjab	Amritsar	Kharif	6	2024	71.3
Soybean	Punjab	Amritsar	Kharif	7	2024	219.65
Soybean	Punjab	Amritsar	Kharif	8	2024	39.92
Soybean	Punjab	Amritsar	Kharif	9	2024	246.78
Soybean	Punjab	Amritsar	Kharif	10	2024	17.86
Soybean	Punjab	Amritsar	Kharif	11	2024	234.18
Soybean	Punjab	Amritsar	Kharif	12	2024	158.99
Soybean	Punjab	Amritsar	Rabi	1	2023	112.42
Soybean	Punjab	Amritsar	Rabi	2	2023	8.7
Soybean	Punjab	Amritsar	Rabi	3	2023	14.03
Soybean	Punjab	Amritsar	Rabi	4	2023	108.5
Soybean	Punjab	Amritsar	Rabi	5	2023	158.74
Soybean	Punjab	Amritsar	Rabi	6	2023	5.99
Soybean	Punjab	Amritsar	Rabi	7	2023	69.08
Soybean	Punjab	Amritsar	Rabi	8	2023	76.34
Soybean	Punjab	Amritsar	Rabi	9	2023	207.8
Soybean	Punjab	Amritsar	Rabi	10	2023	73.49
Soybean	Punjab	Amritsar	Rabi	11	2023	234.4
Soybean	Punjab	Amritsar	Rabi	12	2023	75.27
Soybean	Punjab	Amritsar	Rabi	1	2024	135.45
Soybean	Punjab	Amritsar	Rabi	2	2024	153.87
Soybean	Punjab	Amritsar	Rabi	3	2024	18.44
Soybean	Punjab	Amritsar	Rabi	4	2024	152.66
Soybean	Punjab	Amritsar	Rabi	5	2024	256.09
Soybean	Punjab	Amritsar	Rabi	6	2024	175.14
Soybean	Punjab	Amritsar	Rabi	7	2024	87.52
Soybean	Punjab	Amritsar	Rabi	8	2024	61.28
Soybean	Punjab	Amritsar	Rabi	9	2024	193.36
Soybean	Punjab	Amritsar	Rabi	10	2024	14.89
Soybean	Punjab	Amritsar	Rabi	11	2024	18.63
Soybean	Punjab	Amritsar	Rabi	12	2024	171.31
Soybean	Punjab	Amritsar	Zaid	1	2023	75.01
Soybean	Punjab	Amritsar	Zaid	3	2023	131.5
Soybean	Punjab	Amritsar	Zaid	4	2023	68.52
Soybean	Punjab	Amritsar	Zaid	5	2023	90.82
Soybean	Punjab	Amritsar	Zaid	6	2023	108.13
Soybean	Punjab	Amritsar	Zaid	7	2023	206.63
Soybean	Punjab	Amritsar	Zaid	8	2023	225.97
Soybean	Punjab	Amritsar	Zaid	9	2023	206.61
Soybean	Punjab	Amritsar	Zaid	10	2023	168.62
Soybean	Punjab	Amritsar	Zaid	11	2023	293.35
Soybean	Punjab	Amritsar	Zaid	12	2023	283.52
Soybean	Punjab	Amritsar	Zaid	1	2024	93.68
Soybean	Punjab	Amritsar	Zaid	2	2024	56.25
Soybean	Punjab	Amritsar	Zaid	3	2024	26.8
Soybean	Punjab	Amritsar	Zaid	4	2024	23.56
Soybean	Punjab	Amritsar	Zaid	5	2024	147.59
Soybean	Punjab	Amritsar	Zaid	6	2024	87.22
Soybean	Punjab	Amritsar	Zaid	7	2024	137.9
Soybean	Punjab	Amritsar	Zaid	8	2024	92.68
Soybean	Punjab	Amritsar	Zaid	9	2024	61.61
Soybean	Punjab	Amritsar	Zaid	10	2024	226.03
Soybean	Punjab	Amritsar	Zaid	11	2024	138.54
Soybean	Punjab	Amritsar	Zaid	12	2024	110.12
Soybean	Punjab	Amritsar	Post-Monsoon	1	2023	72.95
Soybean	Punjab	Amritsar	Post-Monsoon	2	2023	0.99
Soybean	Punjab	Amritsar	Post-Monsoon	3	2023	170.03
Soybean	Punjab	Amritsar	Post-Monsoon	4	2023	312.97
Soybean	Punjab	Amritsar	Post-Monsoon	5	2023	176.52
Soybean	Punjab	Amritsar	Post-Monsoon	6	2023	110.94
Soybean	Punjab	Amritsar	Post-Monsoon	7	2023	36.14
Soybean	Punjab	Amritsar	Post-Monsoon	8	2023	69.62
Soybean	Punjab	Amritsar	Post-Monsoon	9	2023	231.22
Soybean	Punjab	Amritsar	Post-Monsoon	10	2023	114.23
Soybean	Punjab	Amritsar	Post-Monsoon	11	2023	124.35
Soybean	Punjab	Amritsar	Post-Monsoon	12	2023	40.86
Soybean	Punjab	Amritsar	Post-Monsoon	1	2024	61.65
Soybean	Punjab	Amritsar	Post-Monsoon	2	2024	106.58
Soybean	Punjab	Amritsar	Post-Monsoon	3	2024	188.3
Soybean	Punjab	Amritsar	Post-Monsoon	4	2024	155.54
Soybean	Punjab	Amritsar	Post-Monsoon	5	2024	157.42
Soybean	Punjab	Amritsar	Post-Monsoon	6	2024	172.73
Soybean	Punjab	Amritsar	Post-Monsoon	7	2024	198
Soybean	Punjab	Amritsar	Post-Monsoon	8	2024	103.4
Soybean	Punjab	Amritsar	Post-Monsoon	9	2024	102.01
Soybean	Punjab	Amritsar	Post-Monsoon	10	2024	116.96
Soybean	Punjab	Amritsar	Post-Monsoon	11	2024	71.25
Soybean	Punjab	Amritsar	Post-Monsoon	12	2024	39.87
Jute	Punjab	Amritsar	Kharif	1	2023	134.51
Jute	Punjab	Amritsar	Kharif	2	2023	12.73
Jute	Punjab	Amritsar	Kharif	3	2023	165.92
Jute	Punjab	Amritsar	Kharif	4	2023	102.27
Jute	Punjab	Amritsar	Kharif	5	2023	281.11
Jute	Punjab	Amritsar	Kharif	6	2023	41.72
Jute	Punjab	Amritsar	Kharif	7	2023	77.46
Jute	Punjab	Amritsar	Kharif	8	2023	102.51
Jute	Punjab	Amritsar	Kharif	9	2023	51.3
Jute	Punjab	Amritsar	Kharif	10	2023	104.42
Jute	Punjab	Amritsar	Kharif	11	2023	346.68
Jute	Punjab	Amritsar	Kharif	12	2023	158.72
Jute	Punjab	Amritsar	Kharif	1	2024	121.07
Jute	Punjab	Amritsar	Kharif	2	2024	87.66
Jute	Punjab	Amritsar	Kharif	3	2024	4.79
Jute	Punjab	Amritsar	Kharif	4	2024	298.29
Jute	Punjab	Amritsar	Kharif	5	2024	271.41
Jute	Punjab	Amritsar	Kharif	6	2024	67.94
Jute	Punjab	Amritsar	Kharif	7	2024	15.45
Jute	Punjab	Amritsar	Kharif	8	2024	117.19
Jute	Punjab	Amritsar	Kharif	9	2024	58.52
Jute	Punjab	Amritsar	Kharif	10	2024	75.36
Jute	Punjab	Amritsar	Kharif	11	2024	201.66
Jute	Punjab	Amritsar	Kharif	12	2024	34.34
Jute	Punjab	Amritsar	Rabi	1	2023	241.58
Jute	Punjab	Amritsar	Rabi	2	2023	20.14
Jute	Punjab	Amritsar	Rabi	3	2023	124.81
Jute	Punjab	Amritsar	Rabi	4	2023	140.6
Jute	Punjab	Amritsar	Rabi	5	2023	100.72
Jute	Punjab	Amritsar	Rabi	6	2023	177.44
Jute	Punjab	Amritsar	Rabi	7	2023	80.47
Jute	Punjab	Amritsar	Rabi	8	2023	49
Jute	Punjab	Amritsar	Rabi	9	2023	83.35
Jute	Punjab	Amritsar	Rabi	10	2023	92.22
Jute	Punjab	Amritsar	Rabi	11	2023	11.79
Jute	Punjab	Amritsar	Rabi	12	2023	118.97
Jute	Punjab	Amritsar	Rabi	1	2024	117.17
Jute	Punjab	Amritsar	Rabi	2	2024	95.29
Jute	Punjab	Amritsar	Rabi	3	2024	33.36
Jute	Punjab	Amritsar	Rabi	4	2024	78.18
Jute	Punjab	Amritsar	Rabi	5	2024	117.67
Jute	Punjab	Amritsar	Rabi	6	2024	117
Jute	Punjab	Amritsar	Rabi	7	2024	137.39
Jute	Punjab	Amritsar	Rabi	8	2024	315.43
Jute	Punjab	Amritsar	Rabi	9	2024	242.58
Jute	Punjab	Amritsar	Rabi	10	2024	59.35
Jute	Punjab	Amritsar	Rabi	11	2024	112.32
Jute	Punjab	Amritsar	Rabi	12	2024	141.53
Jute	Punjab	Amritsar	Zaid	1	2023	174.57
Jute	Punjab	Amritsar	Zaid	2	2023	96.1
Jute	Punjab	Amritsar	Zaid	3	2023	181.47
Jute	Punjab	Amritsar	Zaid	4	2023	35.7
Jute	Punjab	Amritsar	Zaid	5	2023	17.36
Jute	Punjab	Amritsar	Zaid	6	2023	146.34
Jute	Punjab	Amritsar	Zaid	7	2023	252.15
Jute	Punjab	Amritsar	Zaid	8	2023	110.21
Jute	Punjab	Amritsar	Zaid	9	2023	348.47
Jute	Punjab	Amritsar	Zaid	10	2023	132.29
Jute	Punjab	Amritsar	Zaid	11	2023	243.25
Jute	Punjab	Amritsar	Zaid	12	2023	286.99
Jute	Punjab	Amritsar	Zaid	1	2024	94.53
Jute	Punjab	Amritsar	Zaid	2	2024	125.17
Jute	Punjab	Amritsar	Zaid	3	2024	42.69
Jute	Punjab	Amritsar	Zaid	4	2024	42.66
Jute	Punjab	Amritsar	Zaid	5	2024	75.38
Jute	Punjab	Amritsar	Zaid	6	2024	47.08
Jute	Punjab	Amritsar	Zaid	7	2024	163.64
Jute	Punjab	Amritsar	Zaid	8	2024	146.63
Jute	Punjab	Amritsar	Zaid	9	2024	34.44
Jute	Punjab	Amritsar	Zaid	10	2024	74.95
Jute	Punjab	Amritsar	Zaid	11	2024	58.89
Jute	Punjab	Amritsar	Zaid	12	2024	202.44
Jute	Punjab	Amritsar	Post-Monsoon	1	2023	65.6
Jute	Punjab	Amritsar	Post-Monsoon	2	2023	163.57
Jute	Punjab	Amritsar	Post-Monsoon	3	2023	26.98
Jute	Punjab	Amritsar	Post-Monsoon	4	2023	32.99
Jute	Punjab	Amritsar	Post-Monsoon	5	2023	20.28
Jute	Punjab	Amritsar	Post-Monsoon	6	2023	81.47
Jute	Punjab	Amritsar	Post-Monsoon	7	2023	84.15
Jute	Punjab	Amritsar	Post-Monsoon	8	2023	115.66
Jute	Punjab	Amritsar	Post-Monsoon	9	2023	21.4
Jute	Punjab	Amritsar	Post-Monsoon	10	2023	242.76
Jute	Punjab	Amritsar	Post-Monsoon	11	2023	182.61
Jute	Punjab	Amritsar	Post-Monsoon	12	2023	95.83
Jute	Punjab	Amritsar	Post-Monsoon	1	2024	19.58
Jute	Punjab	Amritsar	Post-Monsoon	2	2024	275.64
Jute	Punjab	Amritsar	Post-Monsoon	3	2024	81.68
Jute	Punjab	Amritsar	Post-Monsoon	4	2024	170.07
Jute	Punjab	Amritsar	Post-Monsoon	5	2024	25.97
Jute	Punjab	Amritsar	Post-Monsoon	6	2024	125.05
Jute	Punjab	Amritsar	Post-Monsoon	7	2024	175.86
Jute	Punjab	Amritsar	Post-Monsoon	8	2024	112.8
Jute	Punjab	Amritsar	Post-Monsoon	9	2024	120.71
Jute	Punjab	Amritsar	Post-Monsoon	10	2024	27.49
Jute	Punjab	Amritsar	Post-Monsoon	11	2024	150.1
Jute	Punjab	Amritsar	Post-Monsoon	12	2024	118.25
Tea	Punjab	Amritsar	Kharif	1	2023	205.87
Tea	Punjab	Amritsar	Kharif	2	2023	5.78
Tea	Punjab	Amritsar	Kharif	3	2023	63.83
Tea	Punjab	Amritsar	Kharif	4	2023	151.35
Tea	Punjab	Amritsar	Kharif	5	2023	184.81
Tea	Punjab	Amritsar	Kharif	6	2023	239.13
Tea	Punjab	Amritsar	Kharif	7	2023	100.81
Tea	Punjab	Amritsar	Kharif	8	2023	16.96
Tea	Punjab	Amritsar	Kharif	9	2023	143.29
Tea	Punjab	Amritsar	Kharif	10	2023	219.48
Tea	Punjab	Amritsar	Kharif	11	2023	234.96
Tea	Punjab	Amritsar	Kharif	12	2023	90.07
Tea	Punjab	Amritsar	Kharif	1	2024	41.2
Tea	Punjab	Amritsar	Kharif	2	2024	54.43
Tea	Punjab	Amritsar	Kharif	3	2024	136.91
Tea	Punjab	Amritsar	Kharif	4	2024	206.33
Tea	Punjab	Amritsar	Kharif	5	2024	68.59
Tea	Punjab	Amritsar	Kharif	6	2024	167.78
Tea	Punjab	Amritsar	Kharif	7	2024	106.33
Tea	Punjab	Amritsar	Kharif	8	2024	83.95
Tea	Punjab	Amritsar	Kharif	9	2024	152.75
Tea	Punjab	Amritsar	Kharif	10	2024	335.84
Tea	Punjab	Amritsar	Kharif	11	2024	13.11
Tea	Punjab	Amritsar	Kharif	12	2024	242.62
Tea	Punjab	Amritsar	Rabi	1	2023	71.47
Tea	Punjab	Amritsar	Rabi	2	2023	165.71
Tea	Punjab	Amritsar	Rabi	3	2023	150.93
Tea	Punjab	Amritsar	Rabi	4	2023	52.76
Tea	Punjab	Amritsar	Rabi	5	2023	234.46
Tea	Punjab	Amritsar	Rabi	6	2023	4.71
Tea	Punjab	Amritsar	Rabi	7	2023	38.55
Tea	Punjab	Amritsar	Rabi	8	2023	51.68
Tea	Punjab	Amritsar	Rabi	9	2023	54.36
Tea	Punjab	Amritsar	Rabi	10	2023	93.3
Tea	Punjab	Amritsar	Rabi	11	2023	90.61
Tea	Punjab	Amritsar	Rabi	12	2023	18.16
Tea	Punjab	Amritsar	Rabi	1	2024	4.33
Tea	Punjab	Amritsar	Rabi	2	2024	32.77
Tea	Punjab	Amritsar	Rabi	3	2024	111.78
Tea	Punjab	Amritsar	Rabi	4	2024	52.94
Tea	Punjab	Amritsar	Rabi	5	2024	52.75
Tea	Punjab	Amritsar	Rabi	6	2024	46.74
Tea	Punjab	Amritsar	Rabi	7	2024	92.67
Tea	Punjab	Amritsar	Rabi	8	2024	33.49
Tea	Punjab	Amritsar	Rabi	9	2024	111.43
Tea	Punjab	Amritsar	Rabi	10	2024	91.06
Tea	Punjab	Amritsar	Rabi	11	2024	52.58
Tea	Punjab	Amritsar	Rabi	12	2024	92.09
Tea	Punjab	Amritsar	Zaid	1	2023	135.79
Tea	Punjab	Amritsar	Zaid	2	2023	107.93
Tea	Punjab	Amritsar	Zaid	3	2023	107.96
Tea	Punjab	Amritsar	Zaid	4	2023	40.01
Tea	Punjab	Amritsar	Zaid	5	2023	15.87
Tea	Punjab	Amritsar	Zaid	6	2023	82.99
Tea	Punjab	Amritsar	Zaid	7	2023	324.85
Tea	Punjab	Amritsar	Zaid	8	2023	168.73
Tea	Punjab	Amritsar	Zaid	9	2023	242.25
Tea	Punjab	Amritsar	Zaid	10	2023	14.37
Tea	Punjab	Amritsar	Zaid	11	2023	194.55
Tea	Punjab	Amritsar	Zaid	12	2023	91.97
Tea	Punjab	Amritsar	Zaid	1	2024	171.47
Tea	Punjab	Amritsar	Zaid	2	2024	16.82
Tea	Punjab	Amritsar	Zaid	3	2024	136.07
Tea	Punjab	Amritsar	Zaid	4	2024	249.92
Tea	Punjab	Amritsar	Zaid	5	2024	104.38
Tea	Punjab	Amritsar	Zaid	6	2024	100.44
Tea	Punjab	Amritsar	Zaid	7	2024	91.76
Tea	Punjab	Amritsar	Zaid	8	2024	201.09
Tea	Punjab	Amritsar	Zaid	9	2024	30.97
Tea	Punjab	Amritsar	Zaid	10	2024	102.53
Tea	Punjab	Amritsar	Zaid	11	2024	105.99
Tea	Punjab	Amritsar	Zaid	12	2024	22.71
Tea	Punjab	Amritsar	Post-Monsoon	1	2023	122.15
Tea	Punjab	Amritsar	Post-Monsoon	2	2023	209.38
Tea	Punjab	Amritsar	Post-Monsoon	3	2023	8.4
Tea	Punjab	Amritsar	Post-Monsoon	4	2023	125.18
Tea	Punjab	Amritsar	Post-Monsoon	5	2023	109.18
Tea	Punjab	Amritsar	Post-Monsoon	6	2023	25.25
Tea	Punjab	Amritsar	Post-Monsoon	7	2023	167.58
Tea	Punjab	Amritsar	Post-Monsoon	8	2023	99.05
Tea	Punjab	Amritsar	Post-Monsoon	9	2023	73.52
Tea	Punjab	Amritsar	Post-Monsoon	10	2023	1.26
Tea	Punjab	Amritsar	Post-Monsoon	11	2023	96.64
Tea	Punjab	Amritsar	Post-Monsoon	12	2023	66.51
Tea	Punjab	Amritsar	Post-Monsoon	1	2024	127.69
Tea	Punjab	Amritsar	Post-Monsoon	2	2024	16.21
Tea	Punjab	Amritsar	Post-Monsoon	3	2024	20.14
Tea	Punjab	Amritsar	Post-Monsoon	4	2024	97.53
Tea	Punjab	Amritsar	Post-Monsoon	5	2024	224.01
Tea	Punjab	Amritsar	Post-Monsoon	6	2024	58.52
Tea	Punjab	Amritsar	Post-Monsoon	7	2024	32.24
Tea	Punjab	Amritsar	Post-Monsoon	8	2024	294.45
Tea	Punjab	Amritsar	Post-Monsoon	9	2024	282.45
Tea	Punjab	Amritsar	Post-Monsoon	10	2024	244.64
Tea	Punjab	Amritsar	Post-Monsoon	11	2024	45.06
Tea	Punjab	Amritsar	Post-Monsoon	12	2024	189.19
Coffee	Punjab	Amritsar	Kharif	1	2023	64.69
Coffee	Punjab	Amritsar	Kharif	2	2023	12.41
Coffee	Punjab	Amritsar	Kharif	3	2023	140.62
Coffee	Punjab	Amritsar	Kharif	4	2023	129.51
Coffee	Punjab	Amritsar	Kharif	5	2023	288.56
Coffee	Punjab	Amritsar	Kharif	6	2023	7.52
Coffee	Punjab	Amritsar	Kharif	7	2023	89.21
Coffee	Punjab	Amritsar	Kharif	8	2023	175.21
Coffee	Punjab	Amritsar	Kharif	9	2023	178.96
Coffee	Punjab	Amritsar	Kharif	10	2023	71.47
Coffee	Punjab	Amritsar	Kharif	11	2023	130.79
Coffee	Punjab	Amritsar	Kharif	12	2023	22.32
Coffee	Punjab	Amritsar	Kharif	1	2024	109.4
Coffee	Punjab	Amritsar	Kharif	2	2024	187.62
Coffee	Punjab	Amritsar	Kharif	3	2024	86.47
Coffee	Punjab	Amritsar	Kharif	4	2024	129.83
Coffee	Punjab	Amritsar	Kharif	5	2024	61.1
Coffee	Punjab	Amritsar	Kharif	6	2024	88.47
Coffee	Punjab	Amritsar	Kharif	7	2024	83.52
Coffee	Punjab	Amritsar	Kharif	8	2024	273.92
Coffee	Punjab	Amritsar	Kharif	9	2024	68.47
Coffee	Punjab	Amritsar	Kharif	10	2024	177.85
Coffee	Punjab	Amritsar	Kharif	11	2024	261.88
Coffee	Punjab	Amritsar	Kharif	12	2024	148
Coffee	Punjab	Amritsar	Rabi	1	2023	70.74
Coffee	Punjab	Amritsar	Rabi	2	2023	0.35
Coffee	Punjab	Amritsar	Rabi	3	2023	36.98
Coffee	Punjab	Amritsar	Rabi	4	2023	22.03
Coffee	Punjab	Amritsar	Rabi	5	2023	80.58
Coffee	Punjab	Amritsar	Rabi	6	2023	240.82
Coffee	Punjab	Amritsar	Rabi	7	2023	83.64
Coffee	Punjab	Amritsar	Rabi	8	2023	266.29
Coffee	Punjab	Amritsar	Rabi	9	2023	237.15
Coffee	Punjab	Amritsar	Rabi	10	2023	111.22
Coffee	Punjab	Amritsar	Rabi	11	2023	62.27
Coffee	Punjab	Amritsar	Rabi	12	2023	69.19
Coffee	Punjab	Amritsar	Rabi	1	2024	126.63
Coffee	Punjab	Amritsar	Rabi	2	2024	159.13
Coffee	Punjab	Amritsar	Rabi	3	2024	77.7
Coffee	Punjab	Amritsar	Rabi	4	2024	56.86
Coffee	Punjab	Amritsar	Rabi	5	2024	16.52
Coffee	Punjab	Amritsar	Rabi	6	2024	74.17
Coffee	Punjab	Amritsar	Rabi	7	2024	92.96
Coffee	Punjab	Amritsar	Rabi	8	2024	322.41
Coffee	Punjab	Amritsar	Rabi	9	2024	263.48
Coffee	Punjab	Amritsar	Rabi	10	2024	86.24
Coffee	Punjab	Amritsar	Rabi	11	2024	23.76
Coffee	Punjab	Amritsar	Rabi	12	2024	41.69
Coffee	Punjab	Amritsar	Zaid	1	2023	24.54
Coffee	Punjab	Amritsar	Zaid	2	2023	131.63
Coffee	Punjab	Amritsar	Zaid	3	2023	41
Coffee	Punjab	Amritsar	Zaid	4	2023	152.84
Coffee	Punjab	Amritsar	Zaid	5	2023	149.17
Coffee	Punjab	Amritsar	Zaid	6	2023	107.88
Coffee	Punjab	Amritsar	Zaid	7	2023	94.05
Coffee	Punjab	Amritsar	Zaid	8	2023	0.92
Coffee	Punjab	Amritsar	Zaid	9	2023	222.51
Coffee	Punjab	Amritsar	Zaid	10	2023	117.52
Coffee	Punjab	Amritsar	Zaid	11	2023	228.54
Coffee	Punjab	Amritsar	Zaid	12	2023	99.5
Coffee	Punjab	Amritsar	Zaid	1	2024	46.76
Coffee	Punjab	Amritsar	Zaid	2	2024	84.14
Coffee	Punjab	Amritsar	Zaid	3	2024	344.81
Coffee	Punjab	Amritsar	Zaid	4	2024	71.11
Coffee	Punjab	Amritsar	Zaid	5	2024	244.4
Coffee	Punjab	Amritsar	Zaid	6	2024	124.89
Coffee	Punjab	Amritsar	Zaid	7	2024	11.42
Coffee	Punjab	Amritsar	Zaid	8	2024	82.54
Coffee	Punjab	Amritsar	Zaid	9	2024	173.14
Coffee	Punjab	Amritsar	Zaid	10	2024	6.16
Coffee	Punjab	Amritsar	Zaid	11	2024	40.7
Coffee	Punjab	Amritsar	Zaid	12	2024	40.39
Coffee	Punjab	Amritsar	Post-Monsoon	1	2023	54.34
Coffee	Punjab	Amritsar	Post-Monsoon	2	2023	61.04
Coffee	Punjab	Amritsar	Post-Monsoon	3	2023	144.7
Coffee	Punjab	Amritsar	Post-Monsoon	4	2023	44.52
Coffee	Punjab	Amritsar	Post-Monsoon	5	2023	238.07
Coffee	Punjab	Amritsar	Post-Monsoon	6	2023	38.51
Coffee	Punjab	Amritsar	Post-Monsoon	7	2023	39.11
Coffee	Punjab	Amritsar	Post-Monsoon	8	2023	3.42
Coffee	Punjab	Amritsar	Post-Monsoon	9	2023	207.93
Coffee	Punjab	Amritsar	Post-Monsoon	10	2023	101.78
Coffee	Punjab	Amritsar	Post-Monsoon	11	2023	303.3
Coffee	Punjab	Amritsar	Post-Monsoon	12	2023	56.36
Coffee	Punjab	Amritsar	Post-Monsoon	1	2024	123.83
Coffee	Punjab	Amritsar	Post-Monsoon	2	2024	82.99
Coffee	Punjab	Amritsar	Post-Monsoon	3	2024	263.44
Coffee	Punjab	Amritsar	Post-Monsoon	4	2024	10.66
Coffee	Punjab	Amritsar	Post-Monsoon	5	2024	184.63
